NO,년도,학기,개설부서,교과목-분반,교과목명,"이수
구분","세부
분류","교과
연구",담당교수,"과정
구분",강/실/학,강의언어,시간표,강의실,"수강
정원","수강
인원",선수과목,"강의공유
대표교과목","강의
공유
대표","재수강
예외여부","폐강
여부","SYLL
ABUS","설명
영상","출석부
유무",Upload,"강의
방법",선택MOOC
1925,2015,2학기,기초교육학부,GS2231-01,지구환경과학,선택,,교과,김준하[01183],학사,3/0/3,,"화 14:00~15:30
목 14:00~15:30",,0,17,-,,,N,N,view,,미등록,"Attendance
List",,
1926,2015,2학기,기초교육학부,GS2302-01,분자생물학,선택,,교과,마이클예[61672],학사,3/1/3,,"화 09:00~10:30
화 18:30~19:30
목 09:00~10:30",,40,39,General Biology I or II,,,N,N,view,,미등록,"Attendance
List",,
1927,2015,2학기,기초교육학부,GS2401-01,회로이론,선택,,교과,장재형[01179],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",,40,12,,,,N,N,view,,미등록,"Attendance
List",,
1928,2015,2학기,기초교육학부,GS2402-01,자료 구조 및 알고리즘,선택,,교과,킨청야오[61725],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,30,20,Computer Programming,,,N,N,view,,미등록,"Attendance
List",,
1929,2015,2학기,기초교육학부,GS2412-01,컴퓨터 알고리즘 응용,선택,,교과,,학사,1/5/1,,,,10,0,,,,N,N,view,,미등록,"Attendance
List",,
1930,2015,2학기,기초교육학부,GS2432-01,컴퓨터이용 설계 및 생산,선택,,교과,이용구[01175],학사,2/2/3,,"월 17:00~18:30
수 17:00~18:30",,20,20,Engineering mathematics,,,N,N,view,,미등록,"Attendance
List",,
1931,2015,2학기,기초교육학부,GS2526-01,문학과 연인들,선택,,교과,이시연[60939],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",,30,23,"주교재 : 요한 볼프강 폰 괴테, 『젊은 베르터의 고뇌』, 임홍배 옮김 (창비, 2012)
 F. 스콧 피츠제럴드, 『위대한 개츠비』 , 김욱동 옮김 (민음사, 2003)
귀스타브 플로베르, 『마담 보바리』 , 김화영 옮김 (민음사, 2000)
제인 오스틴, 『오만과 편견』, 윤지관, 전승희 옮김 (민음사, 2003)
",,,N,N,view,,미등록,"Attendance
List",,
1932,2015,2학기,기초교육학부,GS2542-01,오페라와 판소리,선택,,교과,안혜선[61018],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",,30,32,,,,N,N,view,,미등록,"Attendance
List",,
1933,2015,2학기,기초교육학부,GS2543-01,현대 예술의 이해,선택,,교과,변기숙[61598],학사,3/0/3,,금 09:00~12:00,,30,36,-,,,N,N,view,,미등록,"Attendance
List",,
1934,2015,2학기,기초교육학부,GS2602-01,한국사의 이해,선택,,교과,김용덕[60917],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",,30,30,,,,N,N,view,,미등록,"Attendance
List",,
1935,2015,2학기,기초교육학부,GS2612-01,서양 고대와 중세 문명,선택,,교과,노경덕[61780],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,30,30,N/A,,,N,N,view,,미등록,"Attendance
List",,
1936,2015,2학기,기초교육학부,GS2616-01,장기 19세기 서양 역사,선택,,교과,노경덕[61780],학사,3/0/3,,"월 14:00~15:30
수 14:00~15:30",,30,30,N/A,,,N,N,view,,미등록,"Attendance
List",,
1937,2015,2학기,기초교육학부,GS2618-01,러시아사,선택,,교과,노경덕[61780],학사,3/0/3,,"월 17:00~18:30
수 17:00~18:30",,30,27,N/A,,,N,N,view,,미등록,"Attendance
List",,
1938,2015,2학기,기초교육학부,GS2620-01,철학의 근본 문제들,선택,,교과,원치욱[62072],학사,3/0/3,,"화 15:30~17:00
목 15:30~17:00",,30,25,This course has no prerequisite and presumes no prior knowledge to any subject.,,,N,N,view,,미등록,"Attendance
List",,
1939,2015,2학기,기초교육학부,GS2622-01,세계 종교의 이해,선택,,교과,이용주[60940],학사,3/0/3,,"월 15:30~17:00
수 15:30~17:00",,30,18,,,,N,N,view,,미등록,"Attendance
List",,
1940,2015,2학기,기초교육학부,GS2651-01,영어 토론과 논증,선택,,교과,크리스틴[61863],학사,3/0/2,,"월 14:00~15:30
수 14:00~15:30",,20,8,,,,N,N,view,,미등록,"Attendance
List",,
1941,2015,2학기,기초교육학부,GS2661-01,논리와 비판적 사고,선택,,교과,원치욱[62072],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",,30,30,None,,,N,N,view,,미등록,"Attendance
List",,
1942,2015,2학기,기초교육학부,GS2704-01,기업과 사회,선택,,교과,장진호[60880],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,30,22,,,,N,N,view,,미등록,"Attendance
List",,
1943,2015,2학기,기초교육학부,GS2706-01,세계정치의 변환,선택,,교과,장진호[60880],학사,3/0/3,,"화 14:00~15:30
목 14:00~15:30",,30,30,NA,,,N,N,view,,미등록,"Attendance
List",,
1944,2015,2학기,기초교육학부,GS2723-01,사회주의 경제의 시장경제전환론,선택,,교과,안석교[61219],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",,30,21,,,,N,N,view,,미등록,"Attendance
List",,
1945,2015,2학기,기초교육학부,GS2724-01,거시경제학,선택,,교과,이승준[62212],학사,3/0/3,,"수 15:30~17:00
금 15:30~17:00",,30,12,N/A,,,N,N,view,,미등록,"Attendance
List",,
1946,2015,2학기,기초교육학부,GS2725-01,사회복지와 재정,선택,,교과,조원탁[62211],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",,30,25,http://cafe.daum.net/acrossmethod/ Gist 사회복지 ,,,N,N,view,,미등록,"Attendance
List",,
1947,2015,2학기,기초교육학부,GS2761-01,인권법: 현대사회의 인권 문제들,선택,,교과,김건우[61974],학사,3/0/3,,"월 14:00~15:30
수 14:00~15:30",,30,25,No Prerequisite,,,N,N,view,,미등록,"Attendance
List",,
1948,2015,2학기,기초교육학부,GS2765-01,헌법과 국가,선택,,교과,김건우[61974],학사,3/0/3,,"월 17:00~18:30
수 17:00~18:30",,30,19,선수과목은 없음 (but 수업에 성실하고 진지하게 임할 수강생만 환영함),,,N,N,view,,미등록,"Attendance
List",,
1949,2015,2학기,기초교육학부,GS2781-01,국제관계론 Ⅰ: 근대 국제정치체제의 상승과 쇠퇴,선택,,교과,박상섭[62209],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",,30,12,,,,N,N,view,,미등록,"Attendance
List",,
1950,2015,2학기,기초교육학부,GS2783-01,과학기술과 전쟁,선택,,교과,박상섭[62209],학사,3/0/3,,"월 15:30~17:00
수 15:30~17:00",,30,39,,,,N,N,view,,미등록,"Attendance
List",,
1951,2015,2학기,기초교육학부,GS2803-01,과학기술과 사회,선택,,교과,장진호[60880],학사,3/0/3,,"월 17:00~18:30
수 17:00~18:30",,30,30,,,,N,N,view,,미등록,"Attendance
List",,
1952,2015,2학기,기초교육학부,GS2806-01,우주와 생명,선택,,교과,김희준[61597],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",,30,20,none,,,N,N,view,,미등록,"Attendance
List",,
1953,2015,2학기,기초교육학부,GS2812-01,생명윤리와 법,선택,,교과,김건우[61974],학사,3/0/3,,"화 14:00~15:30
목 14:00~15:30",,30,31,No Prerequisite,,,N,N,view,,미등록,"Attendance
List",,
1954,2015,2학기,기초교육학부,GS2814-01,유토피아 픽션과 테크놀로지,선택,,교과,이시연[60939],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,30,9,,,,N,N,view,,미등록,"Attendance
List",,
1955,2015,2학기,기초교육학부,GS2931-01,독일어 1,선택,,교과,민춘기[61903],학사,2/0/2,,금 09:00~11:00,,30,32,,,,N,N,view,,미등록,"Attendance
List",,
1956,2015,2학기,기초교육학부,GS3004-01,현대대수학,선택,,교과,송정민[61101],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,30,11,"Calculus and Applications, Multivariable Calculus, Linear Algebra, Foundations of Mathematical Thinking",,,N,N,view,,미등록,"Attendance
List",,
1957,2015,2학기,기초교육학부,GS3006-01,정수론과 응용,선택,,교과,송정민[61101],학사,3/0/3,,"화 15:30~17:00
목 15:30~17:00",,30,15,"GS2002, GS2004",,,N,N,view,,미등록,"Attendance
List",,
1958,2015,2학기,기초교육학부,GS3008-01,몬테카를로 방법론과 응용,선택,,교과,황치옥[60934],학사,3/0/3,,"월 15:30~17:00
수 15:30~17:00",,30,6,"Calculus, Statistical Physics and Probability and Statistics",,,N,N,view,,미등록,"Attendance
List",,
1959,2015,2학기,기초교육학부,GS3602-01,역사학특강,선택,,교과,김용덕[60917],학사,3/0/3,,화 14:00~17:00,,15,7,역사학 관련 1과목 이상 수강,,,N,N,view,,미등록,"Attendance
List",,
1960,2015,2학기,기초교육학부,GS3623-01,동양철학고전강독 ,선택,,교과,이용주[60940],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",,30,13,2학년 이상,,,N,N,view,,미등록,"Attendance
List",,
1961,2015,2학기,기초교육학부,GS3631-01,마음과 컴퓨터,선택,,교과,원치욱[62072],학사,3/0/3,,"월 14:00~15:30
수 14:00~15:30",,30,14,없음,,,N,N,view,,미등록,"Attendance
List",,
1962,2015,2학기,기초교육학부,GS3801-01,과학기술과 젠더,선택,,교과,이시연[60939],학사,3/0/3,,"화 15:30~17:00
목 15:30~17:00",,20,8,,,,N,N,view,,미등록,"Attendance
List",,
1963,2015,2학기,기초교육학부,GS9201-01,기초교육학부 개별연구Ⅰ,연구,,개별연구,,학사,0/0/1,,,,0,0,,,,N,N,view,,미등록,"Attendance
List",,
1964,2015,2학기,기초교육학부,GS9202-01,기초교육학부 개별연구 Ⅱ,연구,,개별연구,,학사,0/0/1,,,,0,0,,,,N,N,view,,미등록,"Attendance
List",,
1965,2015,2학기,기초교육학부,GS9331-01,GIST대학 전공 세미나,연구,,세미나,문봉진[61664],학사,1/0/0,,목 17:00~18:30,,0,85,,,,Y,N,view,,미등록,"Attendance
List",,
1966,2015,2학기,물리전공,PS3104-01,양자물리 및 연습 II,필수,,교과,김근영[61666],학사,3/1/3,,"월 15:30~17:00
수 15:30~17:00
목 18:30~19:30",,30,25,Quantum Physics I,,,N,N,view,,미등록,"Attendance
List",,
1967,2015,2학기,물리전공,PS3105-01,열역학 및 통계물리 ,필수,,교과,김동희[61701],학사,3/0/3,,"월 14:00~15:30
수 14:00~15:30",,30,21,Students are guided to complete Quantum Physics I or equivalent before starting this course.,,,N,N,view,,미등록,"Attendance
List",,
1968,2015,2학기,물리전공,PS3106-01,물리실험 I ,필수,,교과,,학사,1/4/3,,,,20,21,-,,,N,N,view,,미등록,"Attendance
List",,
1969,2015,2학기,물리전공,PS3107-01,수리물리 및 연습,필수,,교과,유운종[60956],학사,3/1/3,,"월 09:00~10:30
월 18:30~19:30
금 09:00~10:30",,30,31,none,,,N,N,view,,미등록,"Attendance
List",,
1970,2015,2학기,물리전공,PS3205-01,광학개론,선택,,교과,조병익[61575],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",,30,24,-,,,N,N,view,,미등록,"Attendance
List",,
1971,2015,2학기,물리전공,PS4202-01,반도체 물리 ,선택,,교과,이주형[61430],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,30,16,"(Recommended) Quantum Physics I , Quantum Physics & Rec. II",,,N,N,view,,미등록,"Attendance
List",,
1972,2015,2학기,물리전공,PS4203-01,생물물리 개론,선택,,교과,김만원[61835],학사,3/0/3,,"월 17:00~18:30
수 17:00~18:30",,30,9,-,,,N,N,view,,미등록,"Attendance
List",,
1973,2015,2학기,물리전공,PS9101-01,학사논문연구,연구,,논문연구,,학사,0/0/3,,,,0,16,,,,Y,N,view,,미등록,"Attendance
List",,
1974,2015,겨울학기,기초교육학부,GS1604-01,영어 Ⅱ: 이공계 글쓰기 입문,필수,,교과,제니퍼 매닝[62003],학사,3/0/2,,"월 10:00~12:00
화 10:00~12:00
수 10:00~12:00
목 10:00~12:00",,17,16,English I: Study Skills,,,N,N,view,,미등록,"Attendance
List",,
1975,2015,겨울학기,기초교육학부,GS3301-01,세포물리생물학,선택,,교과,"유운종[60956]
조경래[61123]",학사,3/0/2,,"월 14:00~20:00
화 14:00~20:00
수 14:00~20:00
목 14:00~20:00
금 14:00~20:00",,30,30,CC141 and/or permission from course coordinator,,,N,N,view,,미등록,"Attendance
List",,
1976,2015,겨울학기,기초교육학부,GS4301-01,진화생물학 및 실험,선택,,교과,조경래[61123],학사,3/2/2,,"월 09:00~12:00
월 18:30~20:00
화 09:00~12:00
화 18:30~20:00
수 09:00~12:00
수 18:30~20:00
목 09:00~12:00
목 18:30~20:00
금 09:00~12:00
금 18:30~20:00",,22,22,,,,N,N,view,,미등록,"Attendance
List",,
1977,2015,겨울학기,기초교육학부,GS9201-01,기초교육학부 개별연구Ⅰ,연구,,개별연구,,학사,0/0/1,,,,0,1,,,,Y,N,view,,미등록,"Attendance
List",,
1978,2016,1학기,생명과학전공,BS3101-01,생화학 II,필수,,교과,"김정욱[62297]
진미선[61957]",학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학C동(109),0,24,,,Y,N,N,view,,미등록,"Attendance
List",,
1979,2016,1학기,생명과학전공,BS3105-01,세포생물학,필수,,교과,"송미령[60496]
전영수[60799]
전창덕[60186]",학사,3/0/3,,"월 10:30~12:00
금 10:30~12:00",,0,48,,,,N,N,view,,미등록,"Attendance
List",,
1980,2016,1학기,생명과학전공,BS3111-01,생화학·분자생물학 실험,필수,,교과,박지용[01177],학사,1/4/3,,화 13:00~18:00,,16,14,,,,N,N,view,,미등록,"Attendance
List",,
1981,2016,1학기,생명과학전공,BS3111-02,생화학·분자생물학 실험,필수,,교과,박지용[01177],학사,1/4/3,,금 13:00~18:00,,16,12,,,,N,N,view,,미등록,"Attendance
List",,
1982,2016,1학기,생명과학전공,BS3201-01,미생물학,선택,,교과,박대호[30565],학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",,0,14,"- (분자생물학),",,,N,N,view,,미등록,"Attendance
List",,
1983,2016,1학기,생명과학전공,BS3204-01,생물물리화학,선택,,교과,이광록[61431],학사,3/0/3,,"월 09:00~10:30
수 10:30~12:00",,0,10,,,,N,N,view,,미등록,"Attendance
List",,
1984,2016,1학기,생명과학전공,BS4201-01,발생생물학,선택,,교과,"조정희[01156]
진석원[61956]",학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",,0,20,,,,N,N,view,,미등록,"Attendance
List",,
1985,2016,1학기,생명과학전공,BS4211-01,합성생물학,선택,,교과,"남호정[61662]
장인섭[60164]
전영수[60799]",학사,3/0/3,,수 14:30~17:30,,12,12,,,,N,N,view,,미등록,"Attendance
List",,
1986,2016,1학기,생명과학전공,BS9101-01,학사논문연구,연구,,논문연구,,학사,0/0/3,,,,0,2,,,,Y,N,view,,미등록,"Attendance
List",,
1987,2016,1학기,생명과학전공,BS9201-01,개별연구,연구,,개별연구,,학사,0/0/1,,,,0,2,,,,Y,N,view,,미등록,"Attendance
List",,
1988,2016,1학기,화학전공,CM3102-01,화학합성실험,필수,,교과,"서지원[60955]
정원진[61972]",학사,1/4/3,,"월 19:00~20:00
화 13:00~17:00",지스트대학C동(109),20,20,"- (유기화학 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
1989,2016,1학기,화학전공,CM3102-02,화학합성실험,필수,,교과,"서지원[60955]
정원진[61972]",학사,1/4/3,,"월 19:00~20:00
금 13:00~17:00",지스트대학C동(109),20,13,"- (유기화학 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
1990,2016,1학기,화학전공,CM3104-01,물리화학 II,필수,,교과,방윤수[61199],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학C동(109),0,35,"- (물리화학 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
1991,2016,1학기,화학전공,CM3105-01,유기화학 II,필수,,교과,안진희[62296],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(227),0,46,"- (유기화학 Ⅰ),",,,N,N,view,,미등록,"Attendance
List",,
1992,2016,1학기,화학전공,CM4211-01,화학 통계역학,선택,,교과,임상현[61405],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",지스트대학A동(109),0,11,"- (물리화학 Ⅰ), - (물리화학 II ),",,,N,N,view,,미등록,"Attendance
List",,
1993,2016,1학기,화학전공,CM4212-01,양자화학,선택,,교과,이호재[61770],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",지스트대학A동(116),0,22,"- (물리화학 II ),",,,N,N,view,,미등록,"Attendance
List",,
1994,2016,1학기,화학전공,CM4216-01,유기합성화학,선택,,교과,정원진[61972],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지스트대학A동(110),0,20,"- (유기화학 Ⅰ), - (유기화학 II ),",,,N,N,view,,미등록,"Attendance
List",,
1995,2016,1학기,화학전공,CM4218-01,무기화학,선택,,교과,홍석원[61524],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",지스트대학C동(109),0,36,,,,N,N,view,,미등록,"Attendance
List",,
1996,2016,1학기,화학전공,CM4219-01,생화학 II,선택,,교과,"김정욱[62297]
진미선[61957]",학사,3/0/3,,"화 09:00~10:30
목 09:00~10:30",지스트대학C동(109),0,24,,BS3101,N,N,N,view,,미등록,"Attendance
List",,
1997,2016,1학기,화학전공,CM9201-01,개별연구,연구,,개별연구,,학사,0/0/1,,,,0,5,,,,Y,N,view,,미등록,"Attendance
List",,
1998,2016,1학기,전기전자컴퓨터전공,EC3102-01,컴퓨터 시스템 이론 및 실험,필수,,교과,김종원[01157],학사,2/4/4,,"화 09:00~10:00
화 13:00~17:00
목 09:00~10:00",지스트대학A동(113),10,3,,,,N,N,view,,미등록,"Attendance
List",,
1999,2016,1학기,전기전자컴퓨터전공,EC3102-03,컴퓨터 시스템 이론 및 실험,필수,,교과,김종원[01157],학사,2/4/4,,"화 09:00~10:00
목 09:00~10:00
금 13:00~17:00",,10,8,,,,N,N,view,,미등록,"Attendance
List",,
2000,2016,1학기,전기전자컴퓨터전공,EC3202-01,신호 및 시스템,선택,,교과,호요성[01073],학사,3/0/3,,"화 10:30~12:00
목 10:30~12:00",전기전자컴퓨터공학부B(B203),0,12,,,Y,N,N,view,,미등록,"Attendance
List",,
2001,2016,1학기,전기전자컴퓨터전공,EC3203-01,이산수학,선택,,교과,전성찬[60470],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",지스트대학A동(116),0,19,,,,N,N,view,,미등록,"Attendance
List",,
2002,2016,1학기,전기전자컴퓨터전공,EC3207-01,전자회로,선택,,교과,홍성민[61663],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",전기전자컴퓨터공학부B(B206),0,12,,,,N,N,view,,미등록,"Attendance
List",,
2003,2016,1학기,전기전자컴퓨터전공,EC4202-01,디지털 집적회로,선택,,교과,이민재[61406],학사,3/0/3,,"월 10:30~12:00
수 10:30~12:00",전기전자컴퓨터공학부B(B206),0,12,,,,N,N,view,,미등록,"Attendance
List",,
2004,2016,1학기,전기전자컴퓨터전공,EC4205-01,운영체제,선택,,교과,이병철[61429],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",지스트대학A동(116),0,12,,,,N,N,view,,미등록,"Attendance
List",,
2005,2016,1학기,전기전자컴퓨터전공,EC4206-01,컴퓨터 네트워킹,선택,,교과,임혁[60226],학사,3/0/3,,"월 16:00~17:30
수 16:00~17:30",다산빌딩(학제융합연구동)(115),0,22,,,,N,N,view,,미등록,"Attendance
List",,
2006,2016,1학기,전기전자컴퓨터전공,EC4209-01,인공 지능,선택,,교과,킨청야오[61725],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",다산빌딩(학제융합연구동)(109),0,41,,,,N,N,view,,미등록,"Attendance
List",,
2007,2016,1학기,전기전자컴퓨터전공,EC9101-01,학사논문연구,연구,,논문연구,,학사,0/0/3,,,,0,6,,,,Y,N,view,,미등록,"Attendance
List",,
2008,2016,1학기,지구환경공학전공,EV3101-01,환경공학,필수,,교과,김영모[62060],학사,3/0/3,,"월 09:00~10:30
수 09:00~10:30",지구환경공학부(410),0,27,,,,N,N,view,,미등록,"Attendance
List",,
2009,2016,1학기,지구환경공학전공,EV3103-01,지구환경이동현상,필수,,교과,김준하[01183],학사,3/0/3,,"월 13:00~14:30
수 13:00~14:30",지구환경공학부(210),0,22,,,,N,N,view,,미등록,"Attendance
List",,
2010,2016,1학기,지구환경공학전공,EV3105-01,해양학,필수,,교과,한승희[60621],학사,3/0/3,,"월 14:30~16:00
수 14:30~16:00",지구환경공학부(210),0,18,,,,N,N,view,,미등록,"Attendance
List",,
2011,2016,1학기,지구환경공학전공,EV4210-01,에너지화학,선택,,교과,이재영[60357],학사,2/2/3,,"화 09:00~10:30
수 17:30~20:00",지구환경공학부(210),0,19,,,,N,N,view,,미등록,"Attendance
List",,
2012,2016,1학기,지구환경공학전공,EV4221-01,미세먼지 측정 및 실험,선택,,교과,박기홍[60165],학사,2/2/3,,"월 10:30~12:00
금 13:00~15:00",삼성환경연구동(211),0,9,,EN5205,N,N,N,view,,미등록,"Attendance
List",,
2013,2016,1학기,지구환경공학전공,EV9201-01,개별연구,연구,,개별연구,,학사,0/0/1,,,,0,4,,,,N,N,view,,미등록,"Attendance
List",,
2014,2016,1학기,기초교육학부,GS0101-01,축구,필수,,교과,서문학[61594],학사,2/0/0,,화 19:30~21:00,,28,23,,,,Y,N,view,,미등록,"Attendance
List",,
2015,2016,1학기,기초교육학부,GS0101-02,축구,필수,,교과,서문학[61594],학사,2/0/0,,수 19:30~21:00,,28,29,,,,Y,N,view,,미등록,"Attendance
List",,
2016,2016,1학기,기초교육학부,GS0102-01,테니스,필수,,교과,조영복[61899],학사,2/0/0,,화 17:30~19:00,,15,12,,,,Y,N,view,,미등록,"Attendance
List",,
2017,2016,1학기,기초교육학부,GS0102-02,테니스,필수,,교과,조영복[61899],학사,2/0/0,,수 17:30~19:00,,15,15,,,,Y,N,view,,미등록,"Attendance
List",,
2018,2016,1학기,기초교육학부,GS0102-03,테니스,필수,,교과,조영복[61899],학사,2/0/0,,목 17:30~19:00,,15,16,,,,Y,N,view,,미등록,"Attendance
List",,
2019,2016,1학기,기초교육학부,GS0103-01,농구,필수,,교과,배영종[61023],학사,2/0/0,,수 19:30~21:00,,17,16,,,,Y,N,view,,미등록,"Attendance
List",,
2020,2016,1학기,기초교육학부,GS0103-02,농구,필수,,교과,배영종[61023],학사,2/0/0,,목 19:30~21:00,,17,17,,,,Y,N,view,,미등록,"Attendance
List",,
2021,2016,1학기,기초교육학부,GS0103-03,농구,필수,,교과,배영종[61023],학사,2/0/0,,화 19:30~21:00,,17,15,,,,Y,N,view,,미등록,"Attendance
List",,
2022,2016,1학기,기초교육학부,GS0104-01,배드민턴,필수,,교과,이기정[61095],학사,2/0/0,,수 17:30~19:00,,15,24,,,,Y,N,view,,미등록,"Attendance
List",,
2023,2016,1학기,기초교육학부,GS0104-02,배드민턴,필수,,교과,이기정[61095],학사,2/0/0,,목 17:30~19:00,,15,25,,,,Y,N,view,,미등록,"Attendance
List",,
2024,2016,1학기,기초교육학부,GS0104-03,배드민턴,필수,,교과,이기정[61095],학사,2/0/0,,금 15:00~16:30,,15,19,,,,Y,N,view,,미등록,"Attendance
List",,
2025,2016,1학기,기초교육학부,GS0105-01,탁구,필수,,교과,손향숙[61204],학사,2/0/0,,목 15:00~16:30,,12,10,,,,Y,N,view,,미등록,"Attendance
List",,
2026,2016,1학기,기초교육학부,GS0105-02,탁구,필수,,교과,손향숙[61204],학사,2/0/0,,목 17:30~19:00,,12,11,,,,Y,N,view,,미등록,"Attendance
List",,
2027,2016,1학기,기초교육학부,GS0105-03,탁구,필수,,교과,손향숙[61204],학사,2/0/0,,목 19:30~21:00,,12,13,,,,Y,N,view,,미등록,"Attendance
List",,
2028,2016,1학기,기초교육학부,GS0106-01,요가,필수,,교과,이현화[61203],학사,2/0/0,,수 17:30~19:00,,15,14,,,,Y,N,view,,미등록,"Attendance
List",,
2029,2016,1학기,기초교육학부,GS0106-02,요가,필수,,교과,이현화[61203],학사,2/0/0,,수 19:30~21:00,,15,18,,,,Y,N,view,,미등록,"Attendance
List",,
2030,2016,1학기,기초교육학부,GS0106-03,요가,필수,,교과,이현화[61203],학사,2/0/0,,목 17:30~19:00,,15,16,,,,Y,N,view,,미등록,"Attendance
List",,
2031,2016,1학기,기초교육학부,GS0107-01,골프,필수,,교과,박장진[62008],학사,2/0/0,,목 17:30~19:00,,15,12,,,,Y,N,view,,미등록,"Attendance
List",,
2032,2016,1학기,기초교육학부,GS0107-02,골프,필수,,교과,박장진[62008],학사,2/0/0,,목 19:30~21:00,,15,8,,,,Y,N,view,,미등록,"Attendance
List",,
2033,2016,1학기,기초교육학부,GS0108-01,힙합댄스,필수,,교과,유현정[61900],학사,2/0/0,,화 17:30~19:00,,15,7,,,,Y,N,view,,미등록,"Attendance
List",,
2034,2016,1학기,기초교육학부,GS0108-02,힙합댄스,필수,,교과,유현정[61900],학사,2/0/0,,화 19:30~21:00,,15,15,,,,Y,N,view,,미등록,"Attendance
List",,
2035,2016,1학기,기초교육학부,GS0109-01,태권도,필수,,교과,정재영[61905],학사,2/0/0,,목 17:30~19:00,,15,12,,,,Y,N,view,,미등록,"Attendance
List",,
2036,2016,1학기,기초교육학부,GS0109-02,태권도,필수,,교과,정재영[61905],학사,2/0/0,,목 19:30~21:00,,15,19,,,,Y,N,view,,미등록,"Attendance
List",,
2037,2016,1학기,기초교육학부,GS0110-01,헬스,필수,,교과,위영량[62007],학사,2/0/0,,수 17:30~19:00,,15,18,,,,Y,N,view,,미등록,"Attendance
List",,
2038,2016,1학기,기초교육학부,GS0110-02,헬스,필수,,교과,위영량[62007],학사,2/0/0,,목 17:30~19:00,,15,17,,,,Y,N,view,,미등록,"Attendance
List",,
2039,2016,1학기,기초교육학부,GS0111-01,풋살,필수,,교과,하용서[61595],학사,2/0/0,,금 17:30~19:00,,15,18,,,,Y,N,view,,미등록,"Attendance
List",,
2040,2016,1학기,기초교육학부,GS0112-01,수영,필수,,교과,김영민[61593],학사,2/0/0,,목 17:30~19:00,,15,15,,,,Y,N,view,,미등록,"Attendance
List",,
2041,2016,1학기,기초교육학부,GS0112-02,수영,필수,,교과,김영민[61593],학사,2/0/0,,목 19:30~21:00,,15,22,,,,Y,N,view,,미등록,"Attendance
List",,
2042,2016,1학기,기초교육학부,GS0113-01,볼링,필수,,교과,조상용[62102],학사,2/0/0,,금 15:00~16:30,,15,11,,,,Y,N,view,,미등록,"Attendance
List",,
2043,2016,1학기,기초교육학부,GS0113-02,볼링,필수,,교과,조상용[62102],학사,2/0/0,,금 17:30~19:00,,15,12,,,,Y,N,view,,미등록,"Attendance
List",,
2044,2016,1학기,기초교육학부,GS0114-01,야구,필수,,교과,정경운[62208],학사,2/0/0,,목 19:30~21:00,,21,21,,,,Y,N,view,,미등록,"Attendance
List",,
2045,2016,1학기,기초교육학부,GS0201-01,피아노,필수,,교과,안혜선[61018],학사,2/0/0,,월 17:30~19:00,지스트대학A동(103),15,13,,,,Y,N,view,,미등록,"Attendance
List",,
2046,2016,1학기,기초교육학부,GS0201-02,피아노,필수,,교과,안혜선[61018],학사,2/0/0,,월 19:30~21:00,지스트대학A동(103),15,15,,,,Y,N,view,,미등록,"Attendance
List",,
2047,2016,1학기,기초교육학부,GS0201-03,피아노,필수,,교과,안혜선[61018],학사,2/0/0,,화 17:30~19:00,지스트대학A동(103),15,15,,,,Y,N,view,,미등록,"Attendance
List",,
2048,2016,1학기,기초교육학부,GS0202-01,플룻,필수,,교과,김보라[61021],학사,2/0/0,,월 17:30~19:00,지스트대학A동(109),15,16,,,,Y,N,view,,미등록,"Attendance
List",,
